Authors,Title,Year,DOI,Link
"Sawaya A.C.H.F., Cunha I.B.D.S., Marcucci M.C., Aidar D.S., Silva E.C.A., Carvalho C.A.L., Eberlin M.N.",Electrospray ionization mass spectrometry fingerprinting of propolis of native Brazilian stingless bees,2007,10.1051/apido:2006058,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847018865&doi=10.1051%2fapido%3a2006058&partnerID=40&md5=295d62b1daefc173f2fd7879029e4fad
"Sawaya A.C.H.F., Cunha I.B.S., Marcucci M.C., De Oliveira Rodrigues R.F., Eberlin M.N.",Brazilian propolis of Tetragonisca angustula and Apis mellifera,2006,10.1051/apido:2006011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745864813&doi=10.1051%2fapido%3a2006011&partnerID=40&md5=e35969bbd1b7e3efb28f59bc04450b2b
"Hroboňová K., Lehotay J., Skačáni I., Čižmárik J.",HPLC determination and MS identification of dehydroabietic acid and abietic acid in propolis,2005,10.1081/JLC-200060463,https://www.scopus.com/inward/record.uri?eid=2-s2.0-22144431551&doi=10.1081%2fJLC-200060463&partnerID=40&md5=ba4316558d5c754301fcd478d5707627
"Patricio E.F.L.R.A., Cruz-López L., Maile R., Tentschert J., Jones G.R., Morgan E.D.",The propolis of stingless bees: Terpenes from the tibia of three Frieseomelitta species,2002,10.1016/S0022-1910(01)00170-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036188657&doi=10.1016%2fS0022-1910%2801%2900170-6&partnerID=40&md5=57ee2e511ee20179f8b6104e299e8901
"Crepet W.L., Nixon K.C.",Fossil Clusiaceae from the Late Cretaceous (Turonian) of New Jersey and implications regarding the history of bee pollination,1998,10.2307/2446345,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032229708&doi=10.2307%2f2446345&partnerID=40&md5=80b3d0f572474daafe4e01124da81fbf
"Scott Armbruster W., Howard J.J., Clausen T.P., Debevec E.M., Loquvam J.C., Matsuki M., Cerendolo B., Andel F.",Do biochemical exaptations link evolution of plant defense and pollination systems? Historical hypotheses and experimental tests with Dalechampia vines,1997,10.1086/286000,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030619357&doi=10.1086%2f286000&partnerID=40&md5=2aa6e7b626605b1334302fa9d679180c
Scott Armbuster W.,Exaptations link evolution of plant-herbivore and plant-pollinator interactions: A phylogenetic inquiry,1997,10.1890/0012-9658(1997)078[1661:eleoph]2.0.co;2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030613577&doi=10.1890%2f0012-9658%281997%29078%5b1661%3aeleoph%5d2.0.co%3b2&partnerID=40&md5=80d9bc131d509d8df50d6c4c6d372e27
"Tomás-Barberán F.A., García-Viguera C., Vit-Olivier P., Ferreres F., Tomás-Lorente F.",Phytochemical evidence for the botanical origin of tropical propolis from Venezuela,1993,10.1016/S0031-9422(00)90804-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000071225&doi=10.1016%2fS0031-9422%2800%2990804-5&partnerID=40&md5=1f098f6bcbef782b47d953c580142944
"Zulhendri F,Perera CO,Tandean S,Abdulah R,Herman H,Christoper A,Chandrasekaran K,Putra A,Lesmana R",The Potential Use of Propolis as a Primary or an Adjunctive Therapy in Respiratory Tract-Related Diseases and Disorders: A Systematic Scoping Review,2022,10.1016/j.biopha.2021.112595,
"Bouchelaghem S,Das S,Naorem RS,Czuni L,Papp G,Kocsis M","Evaluation of Total Phenolic and Flavonoid Contents, Antibacterial and Antibiofilm Activities of Hungarian Propolis Ethanolic Extract against Staphylococcus aureus",2022,10.3390/molecules27020574,
Bouchelaghem S,Propolis characterization and antimicrobial activities against Staphylococcus aureus and Candida albicans: A review,2022,10.1016/j.sjbs.2021.11.063,
"Zulhendri F,Perera CO,Chandrasekaran K,Ghosh A,Tandean S,Abdulah R,Herman H,Lesmana R",Propolis of stingless bees for the development of novel functional food and nutraceutical ingredients: A systematic scoping review of the experimental evidence,2022,10.1016/j.jff.2021.104902,
"Popova, M; Trusheva, B; Ilieva, N; Thanh, LN; Lien, NTP; Bankova, V",Mangifera indica as propolis source: what exactly do bees collect?,2021,10.1186/s13104-021-05863-7,
"Salatino A,Salatino ML,Negri G",How diverse is the chemistry and plant origin of Brazilian propolis?,2021,10.1007/s13592-021-00889-z,
"Modi A,Vergata C,Zilli C,Vischioni C,Vai S,Tagliazucchi GM,Lari M,Caramelli D,Taccioli C",Successful extraction of insect DNA from recent copal inclusions: limits and perspectives,2021,10.1038/s41598-021-86058-9,
"Naree, S; Benbow, ME; Suwannapong, G; Ellis, JD",Mitigating Nosema ceranae infection in western honey bee (Apis mellifera) workers using propolis collected from honey bee and stingless bee (Tetrigona apicalis) hives,2021,10.1016/j.jip.2021.107666,
"Niyomtham N,Koontongkaew S,Yingyongnarongkul BE,Utispan K",Apis mellifera propolis enhances apoptosis and invasion inhibition in head and neck cancer cells,2021,10.7717/peerj.12139,
"Santos LM,Rodrigues DM,Kalil MA,Azevedo V,Meyer R,Umsza-Guez MA,Machado BA,Seyffert N,Portela RW",Activity of Ethanolic and Supercritical Propolis Extracts in Corynebacterium pseudotuberculosis and Its Associated Biofilm,2021,10.3389/fvets.2021.700030,
"Ribeiro VP,Arruda C,Aldana-Mejia JA,Bastos JK,Tripathi SK,Khan SI,Khan IA,Ali Z","Phytochemical, Antiplasmodial, Cytotoxic and Antimicrobial Evaluation of a Southeast Brazilian Brown Propolis Produced by Apis mellifera Bees",2021,10.1002/cbdv.202100288,
"Suleiman JB,Mohamed M,Abu Bakar AB,Nna VU,Zakaria Z,Othman ZA,Aroyehun AB","Chemical profile, antioxidant properties and antimicrobial activities of malaysian heterotrigona itama bee bread",2021,10.3390/molecules26164943,
"Shanahan M,Spivak M",Resin use by stingless bees: A review,2021,10.3390/insects12080719,
"Yosri N,El-Wahed AA,Ghonaim R,Khattab OM,Sabry A,Ibrahim MA,Moustafa MF,Guo Z,Zou X,Algethami AF,Masry SH,Alajmi MF,Afifi HS,Khalifa SA,El-Seedi HR","Anti-viral and immunomodulatory properties of propolis: Chemical diversity, pharmacological properties, preclinical and clinical applications, and in silico potential against sars-cov-2",2021,10.3390/foods10081776,
"Thanh, LN; Thoa, HT; Oanh, NTT; Giap, TH; Quyen, VT; Ha, NTT; Phuong, DTL; Lien, NTP; Hang, NTM",Cycloartane triterpenoids and biological activities from the propolis of the stingless bee Lisotrigona furva,2021,10.1002/vjch.201900143,
"Farag MR,Abdelnour SA,Patra AK,Dhama K,Dawood MA,Elnesr SS,Alagawany M","Propolis: Properties and composition, health benefits and applications in fish nutrition",2021,10.1016/j.fsi.2021.06.010,
"Laaroussi H,Ferreira-Santos P,Genisheva Z,Bakour M,Ousaaid D,Teixeira JA,Lyoussi B","Unraveling the chemical composition, antioxidant, α-amylase and α-glucosidase inhibition of Moroccan propolis",2021,10.1016/j.fbio.2021.101160,
"Nainu F,Masyita A,Bahar MA,Raihan M,Prova SR,Mitra S,Emran TB,Simal-Gandara J","Pharmaceutical prospects of bee products: Special focus on anticancer, antibacterial, antiviral, and antiparasitic properties",2021,10.3390/antibiotics10070822,
de Sousa LP,Bacterial communities of indoor surface of stingless bee nests,2021,10.1371/journal.pone.0252933,
"Sauri-Duch E,Gutiérrez-Canul C,Cuevas-Glory LF,Ramón-Canul L,Pérez-Pacheco E,Moo-Huchin VM","Determination of Quality Characteristics, Phenolic Compounds and Antioxidant Activity of Propolis from Southeastern Mexico",2021,10.2478/jas-2021-0008,
"Zulhendri F,Chandrasekaran K,Kowacz M,Ravalia M,Kripal K,Fearnley J,Perera CO","Antiviral, antibacterial, antifungal, and antiparasitic properties of propolis: A review",2021,10.3390/foods10061360,
"Goel N,Fatima SW,Kumar S,Sinha R,Khare SK",Antimicrobial resistance in biofilms: Exploring marine actinobacteria as a potential source of antibiotics and biofilm inhibitors,2021,10.1016/j.btre.2021.e00613,
"Basari, N; Ramli, SN; Abdul-Mutalid, NA; Shaipulah, NFM; Hashim, NA","Flowers morphology and nectar concentration determine the preferred food source of stingless bee, Heterotrigona itama",2021,10.1016/j.aspen.2021.02.005,
"Popova, M; Trusheva, B; Bankova, V",Propolis of stingless bees: A phytochemist's guide through the jungle of tropical biodiversity,2021,10.1016/j.phymed.2019.153098,
"Benedick, S; Gansau, JA; Ahmad, AH",Foraging Behaviour of Heterotrigona itama (Apidae: Meliponini) in Residential Areas,2021,10.47836/PJTAS.44.2.13,
"Popova M,Gerginova D,Trusheva B,Simova S,Tamfu AN,Ceylan O,Clark K,Bankova V","A preliminary study of chemical profiles of honey, cerumen, and propolis of the african stingless bee meliponula ferruginea",2021,10.3390/foods10050997,
"Aldana-Mejia JA,Ccana-Ccapatinta GV,Squarisi IS,Nascimento S,Tanimoto MH,Ribeiro VP,Arruda C,Nicolella H,Esperandim T,Ribeiro AB,De Freitas KS,Da Silva LH,Ozelin SD,Oliveira LT,Melo AL,Tavares DC,Bastos JK",Nonclinical Toxicological Studies of Brazilian Red Propolis and Its Primary Botanical Source Dalbergia ecastaphyllum,2021,10.1021/acs.chemrestox.0c00356,
"Venigalla M,Roberts TL,Raju R,Mrad M,Bodkin F,Kopp K,Doyle K,Münch G",Identification of tetragocarbone C and sideroxylin as the most potent anti-inflammatory components of Syncarpia glomulifera,2021,10.1016/j.fitote.2021.104843,
"Bhuyan DJ,Alsherbiny MA,Low MN,Zhou X,Kaur K,Li G,Li CG",Broad-spectrum pharmacological activity of Australian propolis and metabolomic-driven identification of marker metabolites of propolis samples from three continents,2021,10.1039/d1fo00127b,
"Suarez AF,Tirador AD,Villorente ZM,Bagarinao CF,Sollesta JV,Dumancas GG,Sun Z,Zhan ZQ,Saludes JP,Dalisay DS",The isorhamnetin-containing fraction of philippine honey produced by the stingless bee tetragonula biroi is an antibiotic against multidrug-resistant staphylococcus aureus,2021,10.3390/molecules26061688,
"Oanh, VTK; Thoa, HT; Hang, NTM; Phuong, DTL; Lien, NTP; Popova, M; Trusheva, B; Bankova, V; Le, TN",New dihydrochromene and xanthone derivatives from Lisotrigona furva propolis,2021,10.1016/j.fitote.2020.104821,
"Alvarenga L,Cardozo LF,Borges NA,Chermut TR,Ribeiro M,Leite M J,Shiels PG,Stenvinkel P,Mafra D",To bee or not to bee? The bee extract propolis as a bioactive compound in the burden of lifestyle diseases,2021,10.1016/j.nut.2020.111094,
"Sahlan M,Yulistiono L,Sasongko A,Khayrani AC,Lischer K,Pratami DK",Ethanol recovery from propolis production waste using adsorption distillation method,2021,10.22159/ijap.2021.v13s2.03,
"Kafantaris I,Amoutzias GD,Mossialos D",Foodomics in bee product research: a systematic literature review,2021,10.1007/s00217-020-03634-5,
"Berenbaum MR,Calla B",Honey as a Functional Food for Apis mellifera,2021,10.1146/annurev-ento-040320-074933,
"Lipovka Y,Alday E,Hernandez J,Velazquez C",Molecular Mechanisms of Biologically Active Compounds from Propolis in Breast Cancer: State of the Art and Future Directions,2021,10.1080/87559129.2021.2003380,
"Millones Gómez PA,Tay Chu Jon LY,Maurtua Torres DJ,Bacilio Amaranto RE,Collantes Díaz IE,Minchón Medina CA","Antibacterial, antibiofilm, and cytotoxic activities and chemical compositions of Peruvian propolis in an in vitro oral biofilm",2021,10.12688/f1000research.73602.1,
"Chui SX,Keller A,Leonhardt SD",Functional resin use in solitary bees,2021,10.1111/een.13103,
"Syed Salleh SN,Mohd Hanapiah NA,Ahmad H,Wan Johari WL,Osman NH,Mamat MR","Determination of Total Phenolics, Flavonoids, and Antioxidant Activity and GC-MS Analysis of Malaysian Stingless Bee Propolis Water Extracts",2021,10.1155/2021/3789351,
"Boulechfar S,Zellagui A,Bensouici C,Asan-Ozusaglam M,Tacer S,Hanene D","Anticholinesterase, anti-α-glucosidase, antioxidant and antimicrobial effects of four Algerian propolis",2021,10.1007/s11694-021-01203-2,
"Campos JF,Dos Santos HF,Bonamigo T,De Campos Domingues NL,De Picoli Souza K,Dos Santos EL",Stingless Bee Propolis: New Insights for Anticancer Drugs,2021,10.1155/2021/2169017,
"Gabriel MB,Carneiro MJ,de Camargo RC,Sawaya AC",The chemical composition and antioxidant activity of mandaçaia (melipona quadrifasciata) geopropolis varies more due to region than month of collection,2021,10.1080/14786419.2021.1892101,
"Dezmirean DS,Paşca C,Moise AR,Bobiş O",Plant sources responsible for the chemical composition and main bioactive properties of poplar-type propolis,2021,10.3390/plants10010022,
"Shahinozzaman M,Obanda DN,Tawata S",Chemical composition and pharmacological properties of Macaranga-type Pacific propolis: A review,2021,10.1002/ptr.6819,
"Kunjwal N,Khan MS,Kumar G,Srivastava P",Notes on the nesting ecology of the Megachile bees from North India,2021,10.1080/00218839.2020.1774151,
"Reyes-González A,Zamudio F",Competition interactions among stingless bees (Apidae: Meliponini) for Croton yucatanensis Lundell resins,2020,10.1007/s42690-020-00160-5,
"Ebiloma GU,Ichoron N,Siheri W,Watson DG,Igoli JO,De Koning HP",The strong anti-kinetoplastid properties of bee propolis: Composition and identification of the active agents and their biochemical targets,2020,10.3390/molecules25215155,
"Moise AR,Bobiş O","Baccharis dracunculifolia and dalbergia ecastophyllum, main plant sources for bioactive properties in green and red brazilian propolis",2020,10.3390/plants9111619,
"Didaras NA,Karatasou K,Dimitriou TG,Amoutzias GD,Mossialos D",Antimicrobial activity of bee-collected pollen and beebread: State of the art and future perspectives,2020,10.3390/antibiotics9110811,
"Abdullah, NA; Zullkiflee, N; Zaini, SNZ; Taha, H; Hashim, F; Usman, A","Phytochemicals, mineral contents, antioxidants, and antimicrobial activities of propolis produced by Brunei stingless bees Geniotrigona thoracica, Heterotrigona itama, and Tetrigona binghami",2020,10.1016/j.sjbs.2020.09.014,
"Dizman S,Yildiz O,Boyraci GM,Kolayli S",Determination of natural radioactivity levels and gamma radiation attenuation coefficients in propolis samples and the study of its antioxidant properties,2020,10.1515/ract-2019-3191,
"Xu X,Yang B,Wang D,Zhu Y,Miao X,Yang W",The chemical composition of brazilian green propolis and its protective effects on mouse aortic endothelial cells against inflammatory injury,2020,10.3390/molecules25204612,
"Abbas AO,Alaqil AA,El-Beltagi HS,Abd El-Atty HK,Kamel NN",Modulating laying hens productivity and immune performance in response to oxidative stress induced by e. Coli challenge using dietary propolis supplementation,2020,10.3390/antiox9090893,
"Woźniak M,Kwaśniewska-Sip P,Krueger M,Roszyk E,Ratajczak I","Chemical, biological and mechanical characterization of wood treated with propolis extract and silicon compounds",2020,10.3390/F11090907,
"Santos PB,Ávila DD,Ramos LD,Yu AR,Santos CE,Berretta AA,Camargo SE,Oliveira JR,Oliveira LD",Effects of Brazilian green propolis extract on planktonic cells and biofilms of multidrug-resistant strains of Klebsiella pneumoniae and Pseudomonas aeruginosa,2020,10.1080/08927014.2020.1823972,
"Tran, TD; Ogbourne, SM; Brooks, PR; Sanchez-Cruz, N; Medina-Franco, JL; Quinn, RJ",Lessons from exploring chemical space and chemical diversity of propolis components,2020,10.3390/ijms21144988,
"Al-Hatamleh MA,Boer JC,Wilson KL,Plebanski M,Mohamud R,Mustafa MZ",Antioxidant-based medicinal properties of stingless bee products: Recent progress and future directions,2020,10.3390/biom10060923,
"Delclòs X,Peñalver E,Ranaivosoa V,Solórzano-Kraemer MM","Unravelling the mystery of “Madagascar copal”: Age, origin and preservation of a Recent resin",2020,10.1371/journal.pone.0232623,
"Ferreira, BL; Gonzaga, LV; Vitali, L; Micke, GA; Baggio, D; Costa, ACD; Fett, R",Dataset about Southern-Brazilian geopropolis: Physical and chemical perspectives,2020,10.1016/j.dib.2020.105109,
"Maldonado L,Marcinkevicius K,Borelli R,Gennari G,Salomón V,Isla MI,Vera N,Borelli V",Differentiation of argentine propolis from different species of bees and geographical origins by UV spectroscopy and chemometric analysis,2020,10.1016/j.jssas.2018.09.003,
"Martins ML,Leite KL,Cavalcanti YW,Maia LC,Fonseca-Gonçalves A",Propolis benefits in oral health,2020,10.1002/9781119618973.ch14,
"Harano K,Maia-Silva C,Hrncir M",Why do stingless bees (Melipona subnitida) leave their nest with resin loads?,2020,10.1007/s00040-019-00748-2,
"Requier F,Leonhardt SD",Beyond flowers: including non-floral resources in bee conservation schemes,2020,10.1007/s10841-019-00206-1,
"Maroof K,Gan SH","A Review on Chemical Compositions, Biological Activity and Formulation Techniques of Malaysian Honey Bee and Meliponine Propolis",2020,10.1080/22311866.2020.1856716,
Silici S,Plant-honeybee interactions,2020,,
"Kolayli S,Keskin M",Natural bee products and their apitherapeutic applications,2020,10.1016/B978-0-12-817907-9.00007-6,
"Wicaksono A,Atmowidi T,Priawandiputra W",Flight activities and pollen load of lepidotrigona terminata smith (Apidae: Meliponinae),2020,10.4308/hjb.27.2.97,
"Xavier de Freitas PV,da Silva IE,Faquinello P,Zanata RA,Arnhold E,e Silva-Neto CD",External activity of the stingless bee Melipona fasciculata (Smith) kept in the Brazilian Cerrado,2020,10.1080/00218839.2020.1745436,
"Harano, K; Maia-Silva, C; Hrncir, M",Adjustment of fuel loads in stingless bees (Melipona subnitida),2020,10.1007/s00359-019-01398-2,
"Kaal J,Martín Seijo M,Oliveira C,Wagner-Wysiecka E,McCoy VE,Solórzano Kraemer MM,Kerner A,Wenig P,Mayo C,Mayo J","Golden artefacts, resin figurines, body adhesives and tomb sediments from the pre-Columbian burial site El Caño (Gran Coclé, Panamá): Tracing organic contents using molecular archaeometry",2020,10.1016/j.jas.2019.105045,
"Semuel MY,Kaunang ES,Manopo JS",The bioactive contents and antioxidant activity of honey bee nest extract of apis dorsata binghami from the North Sulawesi,2019,10.20884/1.jm.2019.14.2.502,
"Refaat H,Naguib YW,Elsayed MM,Sarhan HA,Alaaeldin E",Modified spraying technique and response surface methodology for the preparation and optimization of propolis liposomes of enhanced anti-proliferative activity against human melanoma cell line A375,2019,10.3390/pharmaceutics11110558,
"Anjum SI,Ullah A,Khan KA,Attaullah M,Khan H,Ali H,Bashir MA,Tahir M,Ansari MJ,Ghramh HA,Adgaba N,Dash CK",Composition and functional properties of propolis (bee glue): A review,2019,10.1016/j.sjbs.2018.08.013,
"Soumya KV,Shackleton CM,Setty SR","Harvesting and local knowledge of a cultural non-timber forest product (NTFP): Gum-resin from Boswellia serrata Roxb. in three protected areas of the western Ghats, India",2019,10.3390/f10100907,
"Pobiega K,Kraśniewska K,Przybył JL,Bączek K,Żubernik J,Witrowa-Rajchert D,Gniewosz M",Growth biocontrol of foodborne pathogens and spoilage microorganisms of food by Polish propolis extracts,2019,10.3390/molecules24162965,
"Kamper, W; Kaluza, BF; Wallace, H; Schmitt, T; Leonhardt, SD",Habitats shape the cuticular chemical profiles of stingless bees,2019,10.1007/s00049-019-00282-4,
"Dutra RP,Bezerra JL,Silva MC,Batista MC,Patrício FJ,Nascimento FR,Ribeiro MN,Guerra RN",Antileishmanial activity and chemical composition from Brazilian geopropolis produced by stingless bee Melipona fasciculata,2019,10.1016/j.bjp.2019.02.009,
"Lavinas, FC; Macedo, EHBC; Sa, GBL; Amaral, ACF; Silva, JRA; Azevedo, MMB; Vieira, BA; Domingos, TFS; Vermelho, AB; Carneiro, CS; Rodrigues, IA",Brazilian stingless bee propolis and geopropolis: promising sources of biologically active compounds,2019,10.1016/j.bjp.2018.11.007,
"Georgieva, K; Popova, M; Dimitrova, L; Trusheva, B; Phuong, DTL; Lien, NTP; Najdenski, H; Bankova, V; Thanh, LN",Phytochemical analysis of Vietnamese propolis produced by the stingless bee Lisotrigona cacciae,2019,10.1371/journal.pone.0216074,
"Krahl AH,de Holanda AS,Krahl DR,Martucci ME,Gobbo-Neto L,Webber AC,Pansarin ER",Study of the reproductive biology of an Amazonian Heterotaxis (Orchidaceae) demonstrates the collection of resin-like material by stingless bees,2019,10.1007/s00606-019-01571-9,
"Pusceddu M,Piluzza G,Theodorou P,Buffa F,Ruiu L,Bullitta S,Floris I,Satta A",Resin foraging dynamics in Varroa destructor-infested hives: a case of medication of kin?,2019,10.1111/1744-7917.12515,
"Bankova V,Bertelli D,Borba R,Conti BJ,da Silva Cunha IB,Danert C,Eberlin MN,I Falcão S,Isla MI,Moreno MI,Papotti G,Popova M,Santiago KB,Salas A,Sawaya AC,Schwab NV,Sforcin JM,Simone-Finstrom M,Spivak M,Trusheva B,Vilas-Boas M,Wilson M,Zampini C",Standard methods for Apis mellifera propolis research [Métodos estándar para investigar el própolis de Apis mellifera],2019,10.1080/00218839.2016.1222661,
"Pujirahayu, N; Suzuki, T; Katayama, T",Cycloartane-type triterpenes and botanical origin of propolis of stingless Indonesian bee tetragonula sapiens,2019,10.3390/plants8030057,
"Li H,Long R,Tong C,Li T,Liu Y,Shi S",Shell thickness controlled hydrophilic magnetic molecularly imprinted resins for high-efficient extraction of benzoic acids in aqueous samples,2019,10.1016/j.talanta.2018.10.099,
"Drescher N,Klein AM,Schmitt T,Leonhardt SD",A clue on bee glue: New insight into the sources and factors driving resin intake in honeybees (Apis mellifera),2019,10.1371/journal.pone.0210594,
"Ahmad Tarmizi Wan Yusop S,Hafizi Sukairi A,Sabri WM,Razip Asaruddin M","Antioxidant, Antimicrobial and Cytotoxicity Activities of Propolis from Beladin, Sarawak Stingless Bees Trigona itama Extract",2019,10.1016/j.matpr.2019.11.213,
"Negri G,Silva CC,Coelho GR,do Nascimento RM,Mendonça RZ","Cardanols detected in non-polar propolis extracts from Scaptotrigona aff. Postica (Hymenoptera, Apidae, Meliponini) [Cardanols detectados nos extratos apolares da própolis de Scaptotrigona aff. postica (Hymenoptera, Apidae, Meliponini)]",2019,10.1590/1981-6723.26518,
"Jaapar MF,Nasarodin NS,Reward NF,Jajuli R,Ghani IA","Notes on resin collected by stingless bees in taman tropika tasik kenyir, terengganu, malaysia",2019,,
"Othman, ZA; Noordin, L; Ghazali, WSW; Omar, N; Mohamed, M","Nutritional, phytochemical and antioxidant analysis of bee bread from different regions of Malaysia",2019,10.36468/pharmaceutical-sciences.590,
"Przybyłek I,Karpiński TM",Antibacterial properties of propolis,2019,10.3390/molecules24112047,
"Martins Ribeiro MH,da Luz CF,de Albuquerque PM","Palynology as a tool for distinguishing geopropolis samples from stingless bee species in the Maranhense Amazon, Brazil",2019,10.1080/00218839.2018.1494890,
"Pobiega K,Kraśniewska K,Gniewosz M",Application of propolis in antimicrobial and antioxidative protection of food quality – A review,2019,10.1016/j.tifs.2018.11.007,
"Devequi-Nunes D,Machado BA,De Abreu Barreto G,Silva JR,Da Silva DF,Da Rocha JL,Brandão HN,Borges VM,Umsza-Guez MA",Chemical characterization and biological activity of six different extracts of propolis through conventional methods and supercritical extraction,2018,10.1371/journal.pone.0207676,
"Lv C,Yang J,Liu R,Lu Q,Ding Y,Zhang J,Deng J",A comparative study on the adsorption and desorption characteristics of flavonoids from honey by six resins,2018,10.1016/j.foodchem.2018.06.100,
"Bankova V,Popova M,Trusheva B",The phytochemistry of the honeybee,2018,10.1016/j.phytochem.2018.07.007,
"Wang, SJ; Wittwer, B; Heard, TA; Goodger, JQD; Elgar, MA","Nonvolatile chemicals provide a nest defence mechanism for stingless bees Tetragonula carbonaria (Apidae, Meliponini)",2018,10.1111/eth.12768,
"Martins ML,Leite KL,Pacheco-Filho EF,Pereira AF,Romanos MT,Maia LC,Fonseca-Gonçalves A,Padilha WW,Cavalcanti YW",Efficacy of red propolis hydro-alcoholic extract in controlling Streptococcus mutans biofilm build-up and dental enamel demineralization,2018,10.1016/j.archoralbio.2018.05.017,
"Kraikongjit S,Jongjitvimol T,Mianjinda N,Sirithep N,Kaewbor T,Jumroon N,Jongjitwimol J","Antibacterial effect of plant resin collected from Tetrigona apicalis (Smith, 1857) in Thung Salaeng Luang National Park, Phitsanulok",2018,,
"Seyfullah LJ,Beimforde C,Dal Corso J,Perrichot V,Rikkinen J,Schmidt AR",Production and preservation of resins – past and present,2018,10.1111/brv.12414,
"Touzani S,Al-Waili N,El Menyiy N,Filipic B,Pereyra A,El Arabi I,Al-Waili W,Lyoussi B",Chemical analysis and antioxidant content of various propolis samples collected from different regions and their impact on antimicrobial activities,2018,10.4103/1995-7645.237188,
"De Souza EC,Da Silva EJ,Cordeiro HK,Lage Filho NM,Da Silva FM,Dos Reis DL,Porto C,Pilau EJ,Da Costa LA,De Souza AD,Menezes C,Flach A",Chemical compositions and antioxidant and antimicrobial activities of propolis produced by frieseomelitta longipes and apis mellifera BEES,2018,10.21577/0100-4042.20170208,
"Deneulin P,Reverdy C,Rébénaque P,Danthe E,Mulhauser B","Evaluation of the Pivot Profile©, a new method to characterize a large variety of a single product: Case study on honeys from around the world",2018,10.1016/j.foodres.2017.12.044,
"Cisilotto J,Sandjo LP,Faqueti LG,Fernandes H,Joppi D,Biavatti MW,Creczynski-Pasa TB",Cytotoxicity mechanisms in melanoma cells and UPLC-QTOF/MS2 chemical characterization of two Brazilian stingless bee propolis: Uncommon presence of piperidinic alkaloids,2018,10.1016/j.jpba.2017.11.038,
"Layek U,Karmakar P","Nesting characteristics, floral resources, and foraging activity of Trigona iridipennis Smith in Bankura district of West Bengal, India",2018,10.1007/s00040-017-0593-4,
"Barônio GJ,Guimarães BM,de Oliveira LC,Melo LR,Antunes PR,Cardoso RK,Araújo TN",Between flowers and visitors: Strategies of availability and collection of floral resources. [Entre flores e visitantes: Estratégias de disponibilização e coleta de recursos florais],2018,10.4257/OECO.2018.2204.04,
"Kuang X,Chen V,Xu X",Novel Approaches to the Control of Oral Microbial Biofilms,2018,10.1155/2018/6498932,
"Kocot J,Kiełczykowska M,Luchowska-Kocot D,Kurzepa J,Musik I","Antioxidant potential of propolis, bee pollen, and royal jelly: Possible medical application",2018,10.1155/2018/7074209,
"Nobakht M,Trueman SJ,Wallace HM,Brooks PR,Streeter KJ,Katouli M","Antibacterial properties of flavonoids from kino of the eucalypt tree, Corymbia torelliana",2017,10.3390/plants6030039,
"Siheri W,Alenezi S,Tusiimire J,Watson DG",The chemical and biological properties of propolis,2017,10.1007/978-3-319-59689-1_7,
"Bonamigo T,Campos JF,Oliveira AS,Torquato HF,Balestieri JB,Cardoso CA,Paredes-Gamero EJ,Souza KD,Dos Santos EL","Antioxidant and cytotoxic activity of propolis of Plebeia droryana and Apis mellifera (Hymenoptera, Apidae) from the Brazilian Cerrado biome",2017,10.1371/journal.pone.0183983,
"Simone-Finstrom M,Borba RS,Wilson M,Spivak M",Propolis counteracts some threats to honey bee health,2017,10.3390/insects8020046,
"Wilson MB,Pawlus AD,Brinkman D,Gardner G,Hegeman AD,Spivak M,Cohen JD",3-Acyl dihydroflavonols from poplar resins collected by honey bees are active against the bee pathogens Paenibacillus larvae and Ascosphaera apis,2017,10.1016/j.phytochem.2017.02.020,
"Arriaga-Osnaya BJ,Contreras-Garduño J,Espinosa-García FJ,García-Rodríguez YM,Moreno-García M,Lanz-Mendoza H,Godínez-Álvarez H,Cueva del Castillo R",Are body size and volatile blends honest signals in orchid bees?,2017,10.1002/ece3.2903,
"Kumar R,Channaiah S,Rastogi T,Das K",Propolis: Nature's boon - A review,2017,10.4103/jiaomr.JIAOMR_49_16,
"Kaluza, BF; Wallace, H; Keller, A; Heard, TA; Jeffers, B; Drescher, N; Bluthgen, N; Leonhardt, SD",Generalist social bees maximize diversity intake in plant species-rich and resource-abundant environments,2017,10.1002/ecs2.1758,
"Selden PA,Penney D",Imaging techniques in the study of fossil spiders,2017,10.1016/j.earscirev.2017.01.007,
"Anđelković B,Vujisić L,Vučković I,Tešević V,Vajs V,Gođevac D",Metabolomics study of Populus type propolis,2017,10.1016/j.jpba.2016.12.003,
"AlGabbani Q,Mansour L,Elnakady YA,Al-Quraishy S,Alomar S,Al-Shaebi EM,Abdel-Baki AA",In vivo assessment of the antimalarial and spleen-protective activities of the Saudi propolis methanolic extract,2017,10.1007/s00436-016-5318-5,
