Authors,Title,Year,DOI,Link
"Dos Santos CM,Campos JF,Dos Santos HF,Balestieri JB,Silva DB,De Picoli Souza K,Carollo CA,Estevinho LM,Dos Santos EL",Chemical Composition and Pharmacological Effects of Geopropolis Produced by Melipona quadrifasciata anthidioides,2017,10.1155/2017/8320804,
"Ferreira, JM; Fernandes-Silva, CC; Salatino, A; Message, D; Negri, G",Antioxidant Activity of a Geopropolis from Northeast Brazil: Chemical Characterization and Likely Botanical Origin,2017,10.1155/2017/4024721,
"Aminimoghadamfarouj N,Nematollahi A",Structure Elucidation and Botanical Characterization of Diterpenes from a Specific Type of Bee Glue,2017,10.3390/molecules22071185,
"Del Río Del Rosal E,Virginia CA,Gómez Turpín EM,José GG,Roberto AD,Figueroa FL",Study on the antioxidant and antitumoral activity of propolis,2017,10.4321/S2340-98942017000200005,
"Bonamigo T,Campos JF,Alfredo TM,Balestieri JB,Cardoso CA,Paredes-Gamero EJ,De Picoli Souza K,Dos Santos EL","Antioxidant, Cytotoxic, and Toxic Activities of Propolis from Two Native Bees in Brazil: Scaptotrigona depilis and Melipona quadrifasciata anthidioides",2017,10.1155/2017/1038153,
"Busch VM,Pereyra-Gonzalez A,Šegatin N,Santagapita PR,Poklar Ulrih N,Buera MP",Propolis encapsulation by spray drying: Characterization and stability,2017,10.1016/j.lwt.2016.08.055,
"Carneiro MJ,López BG,Lancellotti M,Franchi GC,Nowill AE,Sawaya AC",Evaluation of the chemical composition and biological activity of extracts of Tetragonisca angustula propolis and Schinus terebinthifolius Raddi (Anacardiaceae) [Evaluación de la composición química y la actividad biológica de los extractos de propóleos de Tetragonisca angustula y Schinus terebinthifolius Raddi (Anacardiaceae)],2016,10.1080/00218839.2016.1243295,
"Ribeiro MH,de Albuquerque PM,da Luz CF","Pollen profile of Geopropolis samples collected of “Tiúba” (Melipona (Melikerria) fasciculata Smith 1854) in areas of Cerrado and flooded fields in the state of Maranhão, Brazil",2016,10.1007/s40415-016-0280-0,
"Batista MC,Abreu BV,Dutra RP,Cunha MS,Amaral FM,Torres LM,Ribeiro MN","Chemical composition and antioxidant activity of geopropolis produced by Melipona fasciculata (Meliponinae) in flooded fields and cerrado areas of Maranhão State, northeastern Brazil [Composição química e atividade antioxidante da geoprópolis de Melipona fasciculata (Meliponinae) produzida em áreas de campos alagados e de cerrado no Estado do Maranhão, Nordeste do Brasil]",2016,10.1590/1809-4392201600034,
"Isidorov VA,Bakier S,Pirożnikow E,Zambrzycka M,Swiecicka I",Selective Behaviour of Honeybees in Acquiring European Propolis Plant Precursors,2016,10.1007/s10886-016-0708-9,
Sforcin JM,Biological Properties and Therapeutic Applications of Propolis,2016,10.1002/ptr.5605,
Penney D,Sub/fossil resin research in the 21st Century: trends and perspectives,2016,10.1007/s12542-016-0294-8,
"Erler S,Moritz RF",Pharmacophagy and pharmacophory: mechanisms of self-medication and disease prevention in the honeybee colony (Apis mellifera),2016,10.1007/s13592-015-0400-z,
"Nina N,Quispe C,Jiménez-Aspee F,Theoduloz C,Giménez A,Schmeda-Hirschmann G",Chemical profiling and antioxidant activity of Bolivian propolis,2016,10.1002/jsfa.7330,
"Kaluza BF,Wallace H,Heard TA,Klein AM,Leonhardt SD",Urban gardens promote bee foraging over natural habitats and plantations,2016,10.1002/ece3.1941,
Shashikala A,GC-MS analysis of phytocomponents in the methanolic extract of Propolis of stingless Bee,2016,,
"Skoskiewicz-Malinowska K,Kaczmarek U,Malicka B,Walczak K,Zietek M",Application of chitosan and propolis in endodontic treatment: A review,2016,10.2174/1389557516666160418122510,
"D’Souza E,Mantri J,Surti A",Primary screening of multipotent therapeutic properties exhibited by Indian propolis,2016,,
"Bittencourt ML,Ribeiro PR,Franco RL,Hilhorst HW,de Castro RD,Fernandez LG","Metabolite profiling, antioxidant and antibacterial activities of Brazilian propolis: Use of correlation and multivariate analyses to identify potential bioactive compounds",2015,10.1016/j.foodres.2015.07.008,
"Suleman T,van Vuuren S,Sandasi M,Viljoen AM",Antimicrobial activity and chemometric modelling of South African propolis,2015,10.1111/jam.12906,
"Serrano-Sánchez MD,Hegna TA,Schaaf P,Pérez L,Centeno-García E,Vega FJ","The aquatic and semiaquatic biota in Miocene amber from the Campo LA Granja mine (Chiapas, Mexico): Paleoenvironmental implications",2015,10.1016/j.jsames.2015.06.007,
"Wallace, HM; Leonhardt, SD",Do hybrid trees inherit invasive characteristics? Fruits of Corymbia torelliana X C. citriodora hybrids and potential for seed dispersal by bees,2015,10.1371/journal.pone.0138868,
"Sanpa, S; Popova, M; Bankova, V; Tunkasiri, T; Eitssayeam, S; Chantawannakul, P",Antibacterial compounds from propolis of Tetragonula laeviceps and Tetrigona melanoleuca (Hymenoptera: Apidae) from Thailand,2015,10.1371/journal.pone.0126886,
"Massaro CF,Simpson JB,Powell D,Brooks P",Chemical composition and antimicrobial activity of honeybee (Apis mellifera ligustica) propolis from subtropical eastern Australia,2015,10.1007/s00114-015-1318-z,
"Wilson MB,Brinkman D,Spivak M,Gardner G,Cohen JD",Regional variation in composition and antimicrobial activity of US propolis against Paenibacillus larvae and Ascosphaera apis,2015,10.1016/j.jip.2014.10.005,
"Kustiawan PM,Phuwapraisirisan P,Puthong S,Palaga T,Arung ET,Chanchao C","Propolis from the stingless bee trigona incisa from East Kalimantan, Indonesia, induces in vitro cytotoxicity and apoptosis in cancer cell lines",2015,10.7314/APJCP.2015.16.15.6581,
"Campos JF,Das Santos UP,Da Rocha PD,Damião MJ,Balestieri JB,Cardoso CA,Paredes-Gamero EJ,Estevinho LM,De Picoli Souza K,Dos Santos EL","Antimicrobial, Antioxidant, Anti-Inflammatory, and Cytotoxic Activities of Propolis from the Stingless Bee Tetragonisca fiebrigi (Jataí)",2015,10.1155/2015/296186,
"Silva-Carvalho, R; Baltazar, F; Almeida-Aguiar, C",Propolis: A Complex Natural Product with a Plethora of Biological Activities That Can Be Explored for Drug Development,2015,10.1155/2015/206439,
"Kothai S,Jayanthi B",Environmental impact on stingless bee propolis (Tetragonula iridipennis) reared from two different regions of tamilnadu – a comparative study,2015,,
"Massaro, CF; Smyth, TJ; Smyth, WF; Heard, T; Leonhardt, SD; Katouli, M; Wallace, HM; Brooks, P",Phloroglucinols from anti-microbial deposit-resins of Australian stingless bees (Tetragonula carbonaria),2015,10.1002/ptr.5225,
"Souza, SA; Dias, TLMF; Silva, TMG; Falcao, RA; Alexandre-Moreira, MS; Silva, EMS; Camara, CA; Silva, TMS","Chemical composition, antinociceptive and free radical-scavenging activities of geopropolis from Melipona subnitida Ducke (Hymenoptera: Apidae: Meliponini)",2014,10.13102/sociobiology.v61i4.560-565,
"Nunes, TM; Von Zuben, LG; Costa, L; Venturieri, GC",Defensive repertoire of the stingless bee Melipona flavolineata Friese (Hymenoptera: Apidae),2014,10.13102/sociobiology.v61i4.541-546,
"Huang, SA; Zhang, CP; Wang, K; Li, GQ; Hu, FL",Recent advances in the chemical composition of propolis,2014,10.3390/molecules191219610,
"Anderson KE,Carroll MJ,Sheehan T,Mott BM,Maes P,Corby-Harris V","Hive-stored pollen of honey bees: Many lines of evidence are consistent with pollen preservation, not nutrient conversion",2014,10.1111/mec.12966,
"Drescher, N; Wallace, HM; Katouli, M; Massaro, CF; Leonhardt, SD",Diversity matters: how bees benefit from different resin sources,2014,10.1007/s00442-014-3070-z,
"Leonhardt SD,Baumann AM,Wallace HM,Brooks P,Schmitt T",The chemistry of an unusual seed dispersal mutualism: Bees use a complex set of olfactory cues to find their partner,2014,10.1016/j.anbehav.2014.09.024,
"Bankova V,Popova M,Trusheva B",Propolis volatile compounds: Chemical diversity and biological activity: A review,2014,10.1186/1752-153X-8-28,
"Dutra RP,De Barros Abreu BV,Cunha MS,Batista MC,Torres LM,Nascimento FR,Ribeiro MN,Guerra RN","Phenolic acids, hydrolyzable tannins, and antioxidant activity of geopropolis from the stingless bee melipona fasciculata smith",2014,10.1021/jf404875v,
"Campos JF,dos Santos UP,Macorini LF,de Melo AM,Balestieri JB,Paredes-Gamero EJ,Cardoso CA,de Picoli Souza K,Dos Santos EL","Antimicrobial, antioxidant and cytotoxic activities of propolis from Melipona orbignyi (Hymenoptera, Apidae)",2014,10.1016/j.fct.2014.01.008,
"Boonsai P,Phuwapraisirisan P,Chanchao C",Antibacterial activity of a cardanol from thai apis mellifera propolis,2014,10.7150/ijms.7373,
"Kothai S,Jayanthi B","Evaluation of antioxidant and antimicrobial activity of stingless bee propolis (tetragonula iridipennis) of Tamilnadu, India",2014,,
"Massaro CF,Katouli M,Grkovic T,Vu H,Quinn RJ,Heard TA,Carvalho C,Manley-Harris M,Wallace HM,Brooks P",Anti-staphylococcal activity of C-methyl flavanones from propolis of Australian stingless bees (Tetragonula carbonaria) and fruit resins of Corymbia torelliana (Myrtaceae),2014,10.1016/j.fitote.2014.03.024,
"López BG,Schmidt EM,Eberlin MN,Sawaya AC",Phytochemical markers of different types of red propolis,2014,10.1016/j.foodchem.2013.09.063,
"Massaro FC,Brooks PR,Wallace HM,Nsengiyumva V,Narokai L,Russell FD",Effect of australian propolis from stingless bees (Tetragonula carbonaria) on pre-contracted human and porcine isolated arteries,2013,10.1371/journal.pone.0081297,
"Wilson MB,Spivak M,Hegeman AD,Rendahl A,Cohen JD",Metabolomics Reveals the Origins of Antimicrobial Plant Resins Collected by Honey Bees,2013,10.1371/journal.pone.0077512,
"Leonhardt SD,Rasmussen C,Schmitt T",Genes versus environment: Geography and phylogenetic relationships shape the chemical profiles of stingless bees on a global scale,2013,10.1098/rspb.2013.0680,
"Mǎrghitaş LA,Dezmirean DS,Bobiş O",Important developments in romanian propolis research,2013,10.1155/2013/159392,
Çelemli ÖG,Chemical properties of propolis collected by stingless bees,2013,10.1007/978-1-4614-4960-7_39,
"Barros MH,Luz CF,Albuquerque PM","Pollen analysis of geopropolis of Melipona (Melikerria) fasciculata Smith, 1854 (Meliponini, Apidae, Hymenoptera) in areas of Restinga, Cerrado and flooded fields in the state of Maranhão, Brazil",2013,10.1080/00173134.2013.765909,
"da Cunha MG,Franchin M,Galvão L,de Ruiz A,de Carvalho JE,Ikegaki M,de Alencar SM,Koo H,Rosalen PL",Antimicrobial and antiproliferative activities of stingless bee Melipona scutellaris geopropolis,2013,10.1186/1472-6882-13-23,
"Davies KL,Stpiczyńska M",Comparative labellar anatomy of resin-secreting and putative resin-mimic species of Maxillaria s.l. (Orchidaceae: Maxillariinae),2012,10.1111/j.1095-8339.2012.01278.x,
"Cuesta-Rubio O,Piccinelli AL,Rastrelli L",Tropical propolis: Recent advances in chemical components and botanical origin,2012,,
"Jones, SM; van Zweden, JS; Gruter, C; Menezes, C; Alves, DA; Nunes-Silva, P; Czaczkes, T; Imperatriz-Fonseca, VL; Ratnieks, FLW","The role of wax and resin in the nestmate recognition system of a stingless bee, Tetragonisca angustula",2012,10.1007/s00265-011-1246-7,
"Hochwallner H,Vogel S,Huber W,Hammel BE,Weber A","Aspects of reproductive ecology of Clusia valerioi Standl. and Clusia peninsulae Hammel (sp. nov.), two Central American species of Clusiaceae with resin flowers",2012,10.1111/j.1438-8677.2011.00471.x,
"Miguel MG,Antunes MD",Is propolis safe as an alternative medicine,2011,10.4103/0975-7406.90101,
"Davies KL,Stpiczyska M",Comparative labellar micromorphology of Zygopetalinae (Orchidaceae),2011,10.1093/aob/mcr202,
"Leonhardt, SD; Schmitt, T; Bluthgen, N","Tree resin composition, collection behavior and selective filters shape chemical profiles of tropical bees (apidae: Meliponini)",2011,10.1371/journal.pone.0023445,
"Massaro FC,Brooks PR,Wallace HM,Russell FD",Cerumen of Australian stingless bees (Tetragonula carbonaria): Gas chromatography-mass spectrometry fingerprints and potential anti-inflammatory properties,2011,10.1007/s00114-011-0770-7,
"Leonhardt SD,Blüthgen N,Schmitt T",Chemical profiles of body surfaces and nests from six Bornean stingless bee species,2011,10.1007/s10886-010-9900-5,
"Wallace HM,Lee DJ","Resin-foraging by colonies of Trigona sapiens and T. hockingsi (Hymenoptera: Apidae, Meliponini) and consequent seed dispersal of Corymbia torelliana (Myrtaceae)",2010,10.1051/apido/2009074,
"Leonhardt, SD; Zeilhofer, S; Bluthgen, N; Schmitt, T",Stingless Bees use terpenes as olfactory cues to find resin sources,2010,10.1093/chemse/bjq058,
"Simone-Finstrom M,Spivak M",Propolis and bee health: The natural history and significance of resin use by honey bees,2010,10.1051/apido/2010016,
"Sawaya AC,Abdelnur PV,Eberlin MN,Kumazawa S,Ahn MR,Bang KS,Nagaraja N,Bankova VS,Afrouzan H",Fingerprinting of propolis by easy ambient sonic-spray ionization mass spectrometry,2010,10.1016/j.talanta.2009.11.043,
"Leonhardt, SD; Bluthgen, N",A Sticky Affair: Resin Collection by Bornean Stingless Bees,2009,10.1111/j.1744-7429.2009.00535.x,
"Seidel V,Peyfoon E,Watson DG,Fearnley J",Comparative study of the antibacterial activity of propolis from different geographical and climatic zones,2008,10.1002/ptr.2480,
"Sawaya, ACHF; Cunha, IBD; Marcucci, MC; Aidar, DS; Silva, ECA; Carvalho, CAL; Eberlin, MN",Electrospray ionization mass spectrometry fingerprinting of propolis of native Brazilian stingless bees,2007,10.1051/apido:2006058,
"Sawaya, ACHF; Cunha, IBS; Marcucci, MC; Rodrigues, RFD; Eberlin, MN",Brazilian propolis of Tetragonisca angustula and Apis mellifera,2006,10.1051/apido:2006011,
"Nakamura J,Seeley TD",The functional organization of resin work in honeybee colonies,2006,10.1007/s00265-006-0170-8,
"Hroboňová K,Lehotay J,Skačáni I,Čižmárik J",HPLC determination and MS identification of dehydroabietic acid and abietic acid in propolis,2005,10.1081/JLC-200060463,
"Moreno FA,Cardozo AF",Field procedures for the location and identification of stingless bees (Meliponinae) [Técnicas de campo para localizar y reconocer abejas sin aguijón (Meliponinae)],2003,,
"Vinson SB,Frankie GW",Nesting behavior of Centris flavofasciata (Hymenoptera: Apidae) with respect to the source of the cell wall,1999,,
Poinar Jr GO,The range of life in amber: significance and implications in DNA studies,1994,10.1007/BF01921722,
"TOMASBARBERAN, FA; GARCIAVIGUERA, C; VITOLIVIER, P; FERRERES, F; TOMASLORENTE, F",Phytochemical evidence for the botanical origin of tropical propolis from Venezuela,1993,10.1016/S0031-9422(00)90804-5,
"Inoue T,Salmah S,Abbas I,Yusuf E",Foraging behavior of individual workers and foraging dynamics of colonies of three Sumatran stingless bees,1985,10.1007/BF02515474,
"Zainal, WNHW; Loganathan, E; Ganesan, T",Encapsulation of Freeze-dried Propolis Powder: Study of in vitro Disintegration and Dissolution,2021,10.5530/ijper.55.2.80,
"Dallabona, ID; de Lima, GG; Cestaro, BI; Tasso, ID; Paiva, TS; Laureanti, EJG; Jorge, LMD; da Silva, BJG; Helm, CV; Mathias, AL; Jorge, RMM",Development of alginate beads with encapsulated jabuticaba peel and propolis extracts to achieve a new natural colorant antioxidant additive,2020,10.1016/j.ijbiomac.2020.07.256,
"Jibril, FI; Hilmi, AM; Aliyu, S",Effect of Non-hydrogen Peroxide on Antibacterial Activity of Malaysian Meliponini Honey against Staphylococcus aureus,2020,10.4103/jpbs.JPBS_280_19,
"Ferreira, RD; Dias, FD; Tannus, CD; Santana, FB; dos Santos, DCMB; Dias, FD; de Castro, MS; Brandao, HN; Santos, FD; Silva, LCRCE; Chinalia, FA",Essential and Potentially Toxic Elements from Brazilian Geopropolis Produced by the Stingless Bee Melipona quadrifasciata anthidioides Using ICP OES,2021,10.1007/s12011-020-02455-7,
"Mamoon, K; Thammasit, P; Iadnut, A; Kitidee, K; Anukool, U; Tragoolpua, Y; Tragoolpua, K",Unveiling the Properties of Thai Stingless Bee Propolis via Diminishing Cell Wall-Associated Cryptococcal Melanin and Enhancing the Fungicidal Activity of Macrophages,2020,10.3390/antibiotics9070420,
"Lopes, AJO; Vasconcelos, CC; Garcia, JBS; Pinheiro, MSD; Pereira, FAN; Camelo, DD; de Morais, SV; Freitas, JRB; da Rocha, CQ; Ribeiro, MND; Cartagenes, MDD","Anti-Inflammatory and Antioxidant Activity of Pollen Extract Collected by Scaptotrigona affinis postica: in silico, in vitro, and in vivo Studies",2020,10.3390/antiox9020103,
"Da Silva, PR; Da Silva, TMG; Camara, CA; Da Silva, EMS; Dos Santos, FDR; Silva, TMS","PALYNOLOGICAL ORIGIN, PHENOLIC CONTENT AND ANTIOXIDANT PROPERTIES OF GEOPROPOLIS COLLECTED BY MANDACAIA (MELIPONA MANDACAIA) STINGLESS",2020,10.1590/1983-21252020v33n126rc,
"Ferreira, BL; Gonzaga, LV; Vitali, L; Micke, GA; Maltez, HF; Ressureicao, C; Costa, ACO; Fett, R",Southern-Brazilian geopropolis: A potential source of polyphenolic compounds and assessment of mineral composition,2019,10.1016/j.foodres.2019.108683,
"Abdullah, NA; Ja'afar, F; Yasin, HM; Taha, H; Petalcorin, MIR; Mamit, MH; Kusrini, E; Usman, A","Physicochemical analyses, antioxidant, antibacterial, and toxicity of propolis particles produced by stingless bee Heterotrigona itama found in Brunei Darussalam",2019,10.1016/j.heliyon.2019.e02476,
"Hochheim, S; Guedes, A; Faccin-Galhardi, L; Rechenchoski, DZ; Nozawa, C; Linhares, RE; da Silva, HH; Rau, M; Siebert, DA; Micke, G; de Cordova, CMM","Determination of phenolic profile by HPLC-ESI-MS/MS, antioxidant activity, in vitro cytotoxicity and anti-herpetic activity of propolis from the Brazilian native bee Melipona quadrifasciata",2019,10.1016/j.bjp.2018.12.010,
"Ahmad, F; Seerangan, P; Mustafa, MZ; Osman, ZF; Abdullah, JM; Idris, Z",Anti-Cancer Properties of Heterotrigona itama sp. Honey Via Induction of Apoptosis in Malignant Glioma Cells,2019,10.21315/mjms2019.26.2.4,
"Nafi, NEM; Zin, NBM; Pauzi, N; Khadar, ASA; Anisava, AR; Badiazaman, AAM; Mohd, KS","Cytotoxicity, antioxidant and phytochemical screening of propolis extracts from four different Malaysian stingless bee species",2019,,
"Badiazaman, AAM; Zin, NBM; Annisava, AR; Nafi, NEM; Mohd, KS",Phytochemical screening and antioxidant properties of stingless bee Geniotrigona thoracica propolis,2019,,
"Flores, FF; Hilgert, NI; Lupo, LC","Melliferous insects and the uses assigned to their products in the northern Yungas of Salta, Argentina",2018,10.1186/s13002-018-0222-y,
"Sabir, A; Sumidarti, A","Interleukin-6 expression on inflamed rat dental pulp tissue after capped with Trigona sp propolis from south Sulawesi, Indonesia",2017,10.1016/j.sjbs.2016.12.019,
"dos Santos, L; Hochheim, S; Boeder, AM; Kroger, A; Tomazzoli, MM; Neto, RD; Maraschin, M; Guedes, A; de Cordova, CMM","Chemical characterization, antioxidant, cytotoxic and antibacterial activity of propolis extracts and isolated compounds from the Brazilian stingless bees Melipona quadrifasciata and Tetragonisca angustula",2017,10.1080/00218839.2017.1371535,
"Carneiro, MJ; Lopez, BGC; Lancellotti, M; Franchi, GC; Nowill, AE; Sawaya, ACHF",Evaluation of the chemical composition and biological activity of extracts of Tetragonisca angustula propolis and Schinus terebinthifolius Raddi (Anacardiaceae),2016,10.1080/00218839.2016.1243295,
"Araujo, KSD; dos Santos, JF; Sato, MO; Finco, FDBA; Soares, IM; Barbosa, RD; Alvim, TD; Ascencio, SD; Mariano, SMB","Physicochemical properties and antioxidant capacity of propolis of stingless bees (Meliponinae) and Apis from two regions of Tocantins, Brazil",2016,10.1590/1809-4392201501045,
"Ewnetu, Y; Lemma, W; Birhane, N",Synergetic Antimicrobial Effects of Mixtures of Ethiopian Honeys and Ginger Powder Extracts on Standard and Resistant Clinical Bacteria Isolates,2014,10.1155/2014/562804,
"Velikova, M; Bankova, V; Marcucci, MC; Tsvetkova, I; Kujumgiev, A",Chemical composition and biological activity of propolis from Brazilian Meliponinae,2000,,
"Bankova, VS; de Castro, SL; Marcucci, MC",Propolis: recent advances in chemistry and plant origin,2000,,
"Ismail, NF; Zulkifli, MF; Ismail, WIW",Therapeutic Potentials of Bee Products for Treatment of COVID-19,2022,10.31436/imjm.v21i1,
"Gabriel, MB; Carneiro, MJ; de Camargo, RCR; Sawaya, ACHF",The chemical composition and antioxidant activity of mandacaia (melipona quadrifasciata) geopropolis varies more due to region than month of collection,2021,10.1080/14786419.2021.1892101,
"Pimentel, TC; Rosset, M; de Sousa, JMB; de Oliveira, LIG; Mafaldo, IM; Pintado, MME; de Souza, EL; Magnani, M",Stingless bee honey: An overview of health benefits and main market challenges,2021,10.1111/jfbc.13883,
"Popova, M; Trusheva, B; Bankova, V",Propolis of stingless bees: A phytochemist's guide through the jungle of tropical biodiversity,2021,10.1016/j.phymed.2019.153098,
"Ferreira, RD; Dias, FD; Tannus, CD; Santana, FB; dos Santos, DCMB; Dias, FD; de Castro, MS; Brandao, HN; Santos, FD; Silva, LCRCE; Chinalia, FA",Essential and Potentially Toxic Elements from Brazilian Geopropolis Produced by the Stingless Bee Melipona quadrifasciata anthidioides Using ICP OES,2021,10.1007/s12011-020-02455-7,
"Thanh, LN; Thoa, HT; Oanh, NTT; Giap, TH; Quyen, VT; Ha, NTT; Phuong, DTL; Lien, NTP; Hang, NTM",Cycloartane triterpenoids and biological activities from the propolis of the stingless bee Lisotrigona furva,2021,10.1002/vjch.201900143,
"Popova, M; Trusheva, B; Ilieva, N; Thanh, LN; Lien, NTP; Bankova, V",Mangifera indica as propolis source: what exactly do bees collect?,2021,10.1186/s13104-021-05863-7,
"Naree, S; Benbow, ME; Suwannapong, G; Ellis, JD",Mitigating Nosema ceranae infection in western honey bee (Apis mellifera) workers using propolis collected from honey bee and stingless bee (Tetrigona apicalis) hives,2021,10.1016/j.jip.2021.107666,
"Ramli, NA; Ali, N; Hamzah, S; Yatim, NI",Physicochemical characteristics of liposome encapsulation of stingless bees' propolis,2021,10.1016/j.heliyon.2021.e06649,
"Campos, JF; dos Santos, HF; Bonamigo, T; Domingues, NLD; Souza, KD; dos Santos, EL",Stingless Bee Propolis: New Insights for Anticancer Drugs,2021,10.1155/2021/2169017,
"Basari, N; Ramli, SN; Abdul-Mutalid, NA; Shaipulah, NFM; Hashim, NA","Flowers morphology and nectar concentration determine the preferred food source of stingless bee, Heterotrigona itama",2021,10.1016/j.aspen.2021.02.005,
"Surek, M; Fachi, MM; Cobre, AD; de Oliveira, FF; Pontarolo, R; Crisma, AR; de Souza, WM; Felipe, KB","Chemical composition, cytotoxicity, and antibacterial activity of propolis from Africanized honeybees and three different Meliponini species",2021,10.1016/j.jep.2020.113662,
"Oanh, VTK; Thoa, HT; Hang, NTM; Phuong, DTL; Lien, NTP; Popova, M; Trusheva, B; Bankova, V; Le, TN",New dihydrochromene and xanthone derivatives from Lisotrigona furva propolis,2021,10.1016/j.fitote.2020.104821,
"Balica, G; Vostinaru, O; Stefanescu, C; Mogosan, C; Iaru, I; Cristina, A; Pop, CE",Potential Role of Propolis in the Prevention and Treatment of Metabolic Diseases,2021,10.3390/plants10050883,
"Zainal, WNHW; Loganathan, E; Ganesan, T",Encapsulation of Freeze-dried Propolis Powder: Study of in vitro Disintegration and Dissolution,2021,10.5530/ijper.55.2.80,
"Benedick, S; Gansau, JA; Ahmad, AH",Foraging Behaviour of Heterotrigona itama (Apidae: Meliponini) in Residential Areas,2021,10.47836/pjtas.44.2.13,
"Martinello, M; Mutinelli, F",Antioxidant Activity in Bee Products: A Review,2021,10.3390/antiox10010071,
"Bandeira, MSF; Novais, JS","Brazilian peppertree, eucalyptus, and velame honeys: does palynology confirm the predominant flower sources indicated by beekeepers?",2021,10.1590/0001-3765202120200591,
"Da Silva, PR; Da Silva, TMG; Camara, CA; Da Silva, EMS; Dos Santos, FDR; Silva, TMS","PALYNOLOGICAL ORIGIN, PHENOLIC CONTENT AND ANTIOXIDANT PROPERTIES OF GEOPROPOLIS COLLECTED BY MANDACAIA (MELIPONA MANDACAIA) STINGLESS",2020,10.1590/1983-21252020v33n126rc,
"Fikri, A; Popova, M; Sulaeman, A; Bankova, V",Stingless bees and Mangifera indica: A close relationship?,2020,,
"Abdullah, NA; Zullkiflee, N; Zaini, SNZ; Taha, H; Hashim, F; Usman, A","Phytochemicals, mineral contents, antioxidants, and antimicrobial activities of propolis produced by Brunei stingless bees Geniotrigona thoracica, Heterotrigona itama, and Tetrigona binghami",2020,10.1016/j.sjbs.2020.09.014,
"Ferreira, BL; Gonzaga, LV; Vitali, L; Micke, GA; Baggio, D; Costa, ACD; Fett, R",Dataset about Southern-Brazilian geopropolis: Physical and chemical perspectives,2020,10.1016/j.dib.2020.105109,
"Harano, K; Maia-Silva, C; Hrncir, M",Adjustment of fuel loads in stingless bees (Melipona subnitida),2020,10.1007/s00359-019-01398-2,
"Okinczyc, P; Paluch, E; Franiczek, R; Widelski, J; Wojtanowski, KK; Mroczek, T; Krzyzanowska, B; Skalicka-Wozniak, K; Sroka, Z",Antimicrobial activity of Apis mellifera L. and Trigona sp. propolis from Nepal and its phytochemical analysis,2020,10.1016/j.biopha.2020.110435,
"Jibril, FI; Hilmi, AM; Aliyu, S",Effect of Non-hydrogen Peroxide on Antibacterial Activity of Malaysian Meliponini Honey against Staphylococcus aureus,2020,10.4103/jpbs.JPBS_280_19,
"Tran, TD; Ogbourne, SM; Brooks, PR; Sanchez-Cruz, N; Medina-Franco, JL; Quinn, RJ",Lessons from Exploring Chemical Space and Chemical Diversity of Propolis Components,2020,10.3390/ijms21144988,
"Mamoon, K; Thammasit, P; Iadnut, A; Kitidee, K; Anukool, U; Tragoolpua, Y; Tragoolpua, K",Unveiling the Properties of Thai Stingless Bee Propolis via Diminishing Cell Wall-Associated Cryptococcal Melanin and Enhancing the Fungicidal Activity of Macrophages,2020,10.3390/antibiotics9070420,
"Dallabona, ID; de Lima, GG; Cestaro, BI; Tasso, ID; Paiva, TS; Laureanti, EJG; Jorge, LMD; da Silva, BJG; Helm, CV; Mathias, AL; Jorge, RMM",Development of alginate beads with encapsulated jabuticaba peel and propolis extracts to achieve a new natural colorant antioxidant additive,2020,10.1016/j.ijbiomac.2020.07.256,
"Hochheim, S; Borges, PP; Boeder, AM; Scharf, DR; Simionatto, EL; Yamanaka, CN; Alberton, MD; Guedes, A; de Cordova, CMM",A Bioguided Approach for the Screening of Antibacterial Compounds Isolated From the Hydroalcoholic Extract of the Native Brazilian Bee's Propolis Using Mollicutes as a Model,2020,10.3389/fmicb.2020.00558,
"Lopes, AJO; Vasconcelos, CC; Garcia, JBS; Pinheiro, MSD; Pereira, FAN; Camelo, DD; de Morais, SV; Freitas, JRB; da Rocha, CQ; Ribeiro, MND; Cartagenes, MDD","Anti-Inflammatory and Antioxidant Activity of Pollen Extract Collected by Scaptotrigona affinis postica: in silico, in vitro, and in vivo Studies",2020,10.3390/antiox9020103,
"Belina-Aldemita, MD; Schreiner, M; D'Amico, S",Characterization of phenolic compounds and antioxidative potential of pot-pollen produced by stingless bees (Tetragonula biroi Friese) from the Philippines,2020,10.1111/jfbc.13102,
"Talley, SJ; Branch, B; Welch, CF; Park, CH; Watt, J; Kuettner, L; Patterson, B; Dattelbaum, DM; Lee, KS",Impact of filler composition on mechanical and dynamic response of 3-D printed silicone-based nanocomposite elastomers,2020,10.1016/j.compscitech.2020.108258,
"Pujirahayu, N; Suzuki, T; Katayama, T",Cycloartane-Type Triterpenes and Botanical Origin of Propolis of Stingless Indonesian Bee Tetragonula sapiens,2019,10.3390/plants8030057,
"Ribeiro, MHM; da Luz, CFP; de Albuquerque, PMC","Palynology as a tool for distinguishing geopropolis samples from stingless bee species in the Maranhense Amazon, Brazil",2019,10.1080/00218839.2018.1494890,
"Lavinas, FC; Macedo, EHBC; Sa, GBL; Amaral, ACF; Silva, JRA; Azevedo, MMB; Vieira, BA; Domingos, TFS; Vermelho, AB; Carneiro, CS; Rodrigues, IA",Brazilian stingless bee propolis and geopropolis: promising sources of biologically active compounds,2019,10.1016/j.bjp.2018.11.007,
